Insu R1,Insu R2,Insu R3,SC Tap1,SC Tap2,SC Tap3,R12.8,R12.9,R12.10,R23.7,R23.8,R23.9,R23.10,R31.1,R31.3,R31.9,R31.10,R31.11,x10,Cap HL,Tan HL,Cap LH,Tan LH,BD Main,BD OLTC,Bush1 cap,Bush1 tan,Bush2 cap,Bush2 tan,Bush3 cap,Bush3 tan,Surge1 loss,Surge1 leak,Surge2 loss,Surge3 loss,CO2,C2H4,C2H2,C2H6,CH4,CO,C3H6,C3H8,H2,O2,N2
2.6257,2.1391,2.2624,86.6653,68.036,53.2113,8.7251,8.6173,8.5097,8.8329,8.7253,8.6175,8.5099,9.4792,9.2637,8.6173,8.5097,8.402,21.81,9.6961,0.12,16.5711,0.16,75.15,64.3667,172.37,0.38,175.36,0.39,170.79,0.39,65.1,0,62.9,63.2,1936,4,0,0,7,1024,2,2,0,4630,32976
2,3.4571,3.65,85.0767,67.207,52.7807,8.738,8.627,8.523,8.849,8.738,8.627,8.523,9.494,9.28,8.628,8.524,8.413,,10,0.01,20,0.01,89.2,75.4833,200,0.01,200,0.01,200,0.01,40,0,40,40,1648,5,0,0,8,782,14,0,0,6160,33432
2,3.4571,3.65,84.34,66.603,52.508,8.737,8.626,8.523,8.849,8.738,8.626,8.523,9.493,9.278,8.626,8.524,8.412,16.415,,0.13,,0.13,84.7667,80.5167,171.0528,0.45,173.03,0.43,170.1219,0.43,39.29,0,41.66,36.62,1844,5,0,0,8,774,15,0,117,97,38222
2,2.6102,2.902,71.6336,56.637,44.2733,8.738,8.628,8.526,8.849,8.738,8.628,8.527,9.493,9.281,8.628,8.527,8.416,17.18,14.21,0.13,14.21,0.13,60,60,172,0.45,172,0.43,172,0.43,41.52,0,29.95,32.64,5042,4,0,4,20,1043,14,13,69,110,45103
3,3,3,83.6667,66.3333,52,8.7303,8.6225,8.5148,8.8381,8.7303,8.6225,8.5148,9.4848,9.2692,8.6225,8.5148,8.4069,20,9.4681,0.1486,17.0477,0.1803,60,60,169.362,0.3935,168.941,0.3396,167.525,0.2832,58.18,0,52.78,58.9,1124,3,0,0,2,461,0,0,0,3491,19565
2.5055,3.325,2.1463,83.8987,66.372,52.1517,8.735,8.624,8.521,8.846,8.732,8.624,8.521,9.489,9.274,8.623,8.52,8.409,16.22,9.5586,0.13,16.7305,0.1516,86.3833,77.6333,168.212,0.3883,170.275,0.347,170.067,0.3619,61.5,0,63,65.1,2870,4,0,3,12,1054,14,0,0,1927,33917
1.3931,2.7586,2.1653,83.597,66.0017,51.856,8.735,8.624,8.521,8.846,8.732,8.624,8.521,9.489,9.274,8.623,8.52,8.409,16.2,12.5092,0.1225,21.1769,0.1177,90.05,51.1333,245.276,0.1204,250.707,0.1423,246.594,0.2265,39,0,36.4,28.3,,,,,,,,,,,
2.3286,1.5,1.6211,84.452,66.744,52.4223,8.7318,8.622,8.5203,8.8419,8.732,8.6221,8.5204,9.485,9.2735,8.622,8.5203,8.4105,16.82,8.987,0.12,17.8564,0.0749,76.5333,89.3333,176.132,0.4192,175.836,0.4085,175.855,0.4056,30.9,0,32.2,31.5,,,,,,,,,,,
2.1446,1.4754,1.5977,84.3993,66.6637,52.329,8.7316,8.6219,8.5202,8.842,8.7318,8.6218,8.5201,9.4848,9.2733,8.6218,8.5202,8.4102,20.31,10.5485,0.0959,22.3059,0.0828,94,88.2333,173.965,0.4118,175.633,0.3432,174.576,0.3969,63,0,66.2,72.4,,,,,,,,,,,
2.0181,1.6149,1.9571,85.03,66.735,52.258,8.7332,8.6259,8.5184,8.8408,8.7331,8.6257,8.5181,9.4858,9.2707,8.6255,8.5181,8.4105,16.12,7.4566,0.2109,15.1775,0.2932,82.2833,68.2333,260.802,0.2167,259.505,0.2123,257.329,0.2044,28,0,54.2,43.2,1124,4,0,8,31,282,16,15,0,2878,27246
2.0247,1.5686,1.8707,133.79,106.0133,84.048,8.7224,8.616,8.5098,8.8283,8.7217,8.6156,8.5091,9.4751,9.2577,8.6154,8.5092,8.3981,39.49,8.2414,0.1168,12.7779,0.1532,87.1833,30.6167,174.294,0.408,173.801,0.0348,175.742,0.4361,33.8,0,34.9,35.8,10130,6,0,208,183,504,,,17,546,42591
1.2237,1.3625,1.4356,96.0554,75.3931,58.9656,8.7365,8.6286,8.5205,8.8447,8.7368,8.6288,8.5209,9.4918,9.2759,8.6282,8.5204,8.4123,47.61,12.1191,0.1344,20.7668,0.1693,55.35,71.05,264.926,0.1362,259.625,0.1259,258.999,0.133,51.6,0,52.9,52.6,2408,7,0,117,59,180,18,87,0,19890,90364
1.7361,1.6667,2.0642,88.5624,70.6304,57.5022,8.7305,8.6236,8.5168,8.8373,8.7305,8.6236,8.5168,9.4784,9.2647,8.6235,8.5167,8.4099,16.62,12.2982,0.134,20.5697,0.1796,95.9333,82.9,262.332,0.2343,258.629,0.1498,259.277,0.1538,47.7,0,49.3,47.8,,,,,,,,,,,
2.2613,1.6111,1.9884,165.7833,131.2,103.66,8.7264,8.6196,8.5123,8.8338,8.7266,8.6195,8.5124,9.4771,9.2625,8.6198,8.5126,8.4055,60.22,10.7938,0.0858,22.5346,0.1013,80.9333,66.25,177.257,0.4118,175.327,0.4128,175.244,0.3934,1.1676,0,1.3178,1.3151,,,,,,,,,,,
5.1613,6.993,3.4569,82.7883,65.112,51.026,8.7525,8.6117,8.5046,8.8266,8.7192,8.6113,8.5039,9.4743,9.2613,8.659,8.5468,8.3966,15.46,12.2711,0.097,23.426,0.1885,74.7667,58.5833,258.329,0.2183,263.8922,0.2485,261.507,0.2529,72.6,0,75.2,76.6,,,,,,,,,,,
5.3955,3.7075,3.3625,82.2403,64.666,50.6847,8.7254,8.6177,8.5099,8.8331,8.7253,8.6176,8.5099,9.4794,9.264,8.6176,8.5099,8.4022,16.09,11.0422,0.1281,19.5073,0.2361,69.45,64.8333,260.757,0.2364,262.131,0.3303,259.785,0.2399,36.9,0,38,34.7,,,,,,,,,,,
0.7757,2.3614,1.2683,94.964,74.4533,58.1333,8.7417,8.6327,8.5243,8.8496,8.739,8.6326,8.5262,9.4977,9.2822,8.6363,8.5273,8.4192,21.38,13.1499,0.138,16.3189,0.2849,92.4167,80.9833,180.382,0.4092,179.413,0.4443,180.777,0.4548,46.4,0,34.5,38.8,,,,,,,,,,,
2.926,1.8031,2.3733,79.2773,62.3127,48.482,8.7177,8.6103,8.5027,8.8252,8.7175,8.61,8.5025,9.4704,9.2551,8.61,8.5028,8.3949,15.62,7.3699,0.1099,15.1239,0.1225,98.45,61.3,261.66,0.2168,269.7,0.294,262.57,0.2182,38.2,0,35.2,33.6,,,,,,,,,,,
2.9151,1.9468,2.4396,86.2433,67.64,54.4897,8.7227,8.6146,8.5064,8.8307,8.7221,8.6138,8.5056,9.4801,9.2636,8.6133,8.5053,8.3965,15.71,10.2453,0.1082,17.1932,0.12,82.8167,46.0333,176.123,0.3991,171.469,0.3837,171.834,0.4045,69.8,0,70.8,69.9,1342,0,0,0,5,638,0,0,0,6917,28290
2.639,1.7923,1.3297,99.554,78.3693,61.4013,8.7199,8.6117,8.5036,8.8279,8.7197,8.6116,8.5034,9.4771,9.2606,8.6115,8.5035,8.3952,18.92,12.3436,0.1035,23.3568,0.155,66.1,62.7167,261.405,0.3536,264.176,0.2622,261.937,0.2978,119.7,0,121.2,123.6,,,,,,,,,,,
1.2488,1.1889,1.1515,88.064,70.1067,56.5413,8.7238,8.6172,8.5106,8.8309,8.724,8.6172,8.5106,9.4704,9.257,8.6172,8.5104,8.4037,49.23,12.3536,0.1065,17.3785,0.2302,78.2167,64.2333,257.938,0.2603,262.627,0.2579,261.269,0.4,73.5,0,73.9,28.7,,,,,,,,,,,
1.3906,1.2036,1.3273,92.9967,73.902,58.376,8.717,8.612,8.5068,8.8224,8.7173,8.6122,8.507,9.4526,9.2428,8.612,8.5067,8.4016,33.56,12.4329,0.107,22.397,0.1363,73.05,85.4,256.746,0.2401,251.309,0.4368,251.679,0.2109,69.3,0,71.4,69.7,,,,,,,,,,,
2.9577,2.207,1.7996,79.211,62.2697,48.7313,8.7175,8.6103,8.5024,8.8254,8.7179,8.6099,8.5028,9.4705,9.2554,8.6104,8.5028,8.395,21.9,12.4305,0.1126,21.0425,0.1728,79.9,71.5167,255.284,0.3657,255.804,0.2269,260.985,0.2159,75.7,0,72.2,69.4,,,,,,,,,,,
3.1633,2.0073,1.793,79.4833,62.4427,48.8743,8.7182,8.6108,8.5036,8.8253,8.7176,8.6103,8.503,9.4707,9.2551,8.6102,8.5028,8.3948,19.93,12.79,0.1359,22.7126,0.1357,97.2667,48.3333,268.596,0.275,267.187,1.0984,266.662,0.4682,52.9,0,48.5,50.8,1292,5,0,0,6,952,14,0,0,23059,97643
2.5213,1.9487,2.1374,101.08,79.2643,61.8847,8.7337,8.6262,8.5188,8.8417,8.7336,8.6262,8.5187,9.4866,9.2712,8.6261,8.5188,8.411,40.8,12.694,0.1286,23.6838,0.1728,60,60,255.838,0.2209,255.575,0.2318,264.905,0.239,40.1,0,44.4,43.9,3104,6,0,141,110,345,22,97,30,2376,50216
2.2809,2.8328,3.4649,81.9287,64.492,50.485,8.7178,8.6104,8.5029,8.8256,8.7176,8.6103,8.5027,9.4702,9.2551,8.6102,8.5025,8.395,16.76,10,0.01,20,0.01,74.7333,87.2167,200,0.01,200,0.01,200,0.01,40,0,40,40,3646,4,0,9,48,395,16,16,47,2851,42234
2.5523,1.595,2.5622,84.7633,66.5163,57.9237,8.7179,8.6107,8.5032,8.8257,8.7181,8.6106,8.5039,9.4706,9.2557,8.6104,8.5031,8.3952,18.55,12.577,0.1017,23.4008,0.1681,74.7333,64.9,258.967,0.2559,249.95,0.1953,251.451,0.2832,99.4,0,103.8,104.2,1137,0,0,0,4,408,0,0,0,3700,18704
3.5385,2.4706,2.25,74.0833,61.811,57.05,8.7333,8.6258,8.518,8.8407,8.733,8.6255,8.5181,9.4857,9.2706,8.6255,8.5182,8.4102,16.09,12.5934,0.0938,23.6104,0.1156,59.4833,59,260.388,0.2481,261.29,0.3346,259.712,0.2381,114.8,0,113.1,116.5,2115,5,0,72,81,297,21,55,0,15465,91750
3,3,3,84.7633,66.5163,57.9237,8.7329,8.6256,8.5179,8.8408,8.7331,8.6256,8.5181,9.4856,9.2704,8.6256,8.5181,8.4103,20,12.5442,0.091,24.0079,0.1079,78.25,47.15,259.148,0.5987,259.936,0.2386,259.287,0.2383,120.9,0,123,124.1,2044,4,0,18,50,153,18,21,33,20060,90451
1.8769,1.2938,1.5702,79.242,62.2823,48.7427,8.7204,8.6131,8.5054,8.8281,8.7204,8.6128,8.5049,9.4735,9.2585,8.6128,8.5053,8.3973,20.4,12.3342,0.0943,23.5628,0.1373,85.2667,73.8833,257.443,0.5112,260.462,0.248,260.096,0.2162,55.9,0,58.3,60.5,2092,3,0,0,8,1127,2,2,0,3100,36087
1.9785,1.5512,1.6019,79.031,62.0867,48.5753,8.7174,8.6102,8.5024,8.8254,8.7176,8.6099,8.5024,9.4702,9.2552,8.6103,8.5025,8.3951,20.4,10.9948,0.087,19.5221,0.2048,70.7833,69.2167,168.457,0.3992,168.579,0.4123,168.056,0.4052,72.3,0,78.5,72.8,,,,,,,,,,,
1.6028,1.4884,1.4576,79.3627,62.3563,48.8197,8.7176,8.6102,8.5025,8.8254,8.7176,8.6101,8.5027,9.4705,9.2554,8.6101,8.5028,8.395,20.37,7.4288,0.1899,15.7931,0.4991,83.9833,63.3833,265.2,0.3004,256.2,0.2293,256.897,0.2268,58.9,0,94.8,560.4,,,,,,,,,,,
2.6034,1.734,1.7708,79.5697,62.5407,48.9483,8.7177,8.61,8.5026,8.8252,8.7174,8.61,8.5026,9.4704,9.255,8.6102,8.5024,8.3951,22.61,12.4479,0.1077,23.4766,0.1599,86.2833,66.6,259.175,0.3579,258.995,0.2483,264.312,0.4993,115.4,0,132.4,121.2,,,,,,,,,,,
1.7717,1.1751,1.4356,85.9053,67.3703,52.647,8.7198,8.6117,8.5035,8.8281,8.7196,8.6115,8.5035,9.477,9.2606,8.6116,8.5034,8.395,14.87,11.2098,0.1048,19.775,0.2266,78.15,72.5833,263.576,0.2631,257.235,0.2458,255.544,0.213,34,0,36.1,31.4,161,0,0,0,0,65,0,0,0,12257,44634
1.28,1.1412,1.5,88.2893,70.3013,56.7333,8.7237,8.6171,8.5104,8.8305,8.7236,8.617,8.5104,9.4706,9.2572,8.6173,8.5105,8.4038,22.28,11.1394,0.0968,19.3335,0.1931,69.4,75.6,261.148,0.2415,256.178,0.2206,259.198,0.2329,33.1,0,32.6,30,,,,,,,,,,,
3.8879,2.0183,1.7491,79.305,62.3373,48.807,8.7176,8.6099,8.5023,8.8252,8.7178,8.61,8.5026,9.4704,9.255,8.6102,8.5023,8.3951,16.36,13.6378,0.1057,21.0755,0.143,84.5167,78.4667,172.993,0.3142,173.611,0.389,173.913,0.3833,41,0,40,37.2,,,,,,,,,,,
2.1389,1.8378,1.3369,85.653,67.153,52.4457,8.7218,8.6131,8.5049,8.8295,8.7214,8.6132,8.5048,9.4796,9.2633,8.6131,8.5046,8.3964,24.98,15.2848,0.2139,26.1429,0.3683,78.5333,76.25,257.314,1.8502,256.663,0.2203,256.917,0.2063,73.7,0,78.5,73.4,2097,3,0,0,9,815,0,0,0,3909,24238
2.5355,2,2.0366,86.1823,67.602,52.8157,8.7199,8.6121,8.5037,8.8281,8.7195,8.6116,8.5035,9.4773,9.261,8.612,8.5037,8.3955,15.65,11.9211,0.0991,21.3918,0.1116,72.7667,79.2667,257.959,0.2644,256.919,0.6296,257.043,0.2447,52,0,52,51,2005,0,0,0,7,793,0,0,0,6461,28790
1.7158,1.6667,1.2936,95.9427,74.8187,58.4133,8.7137,8.605,8.4905,8.8224,8.7137,8.605,8.4964,9.4739,9.2567,8.6049,8.4964,8.3877,87.23,9.6203,0.095,16.7792,0.1987,40.2333,47.4833,167.501,0.3872,166.239,0.3806,168.375,0.3977,21.5,0,22.6,21.6,8343,8,0,5,22,640,20,22,38,586,305
1.9375,1.3798,2.0351,124.7567,95.0533,76.8697,8.52,8.6265,8.736,8.416,8.52,8.626,8.7355,7.8425,8.025,8.6265,8.7355,8.848,,12.1366,0.1016,20.9006,0.1798,86.6167,45.7,271.08,0.1356,270.021,0.1281,271.514,0.1367,105.3,0,96.5,90.2,2431,10,0,258,151,270,29,176,0,2455,89362
2.2162,2.3,2.0606,78.771,62.039,48.708,8.721,8.6131,8.5057,8.8281,8.7208,8.6132,8.5052,9.4739,9.2595,8.6131,8.5053,8.3978,18.63,9.5932,0.1237,17.4031,0.1937,61.8833,71.55,168.998,0.381,167.948,0.3654,167.32,0.3848,,0,,,771,3,0,0,2,373,0,0,0,3392,19189
2.6705,1.6576,2.0447,83.7063,66.0723,51.859,8.7319,8.6222,8.5203,8.8422,8.7322,8.6223,8.5209,9.4852,9.2735,8.6223,8.5204,8.4104,17.14,11.9828,0.1122,23.5558,0.1119,71.3,66.7333,173.023,0.3998,174.61,0.4311,173.438,0.4195,67,0,72,69.3,1812,5,0,7,12,338,15,15,20,2320,38096
1.3921,1.4444,1.4058,79.1457,62.3043,48.9003,8.7179,8.6105,8.5028,8.8258,8.7181,8.6104,8.5029,9.4709,9.2556,8.6105,8.503,8.3951,20.13,12.1847,0.0776,23.4133,0.0688,60,60,173.514,0.0776,173.047,0.069,172.79,0.1014,27,0,27.4,26.6,655,0,0,0,4,328,0,0,0,3266,20613
2.6071,1.6905,1.7619,83.7187,66.08,51.8667,8.7318,8.6219,8.5205,8.8444,8.7343,8.6241,8.5228,9.485,9.2734,8.6221,8.5204,8.4105,19.54,12.2277,0.0796,22.1765,0.0663,72.7167,84.0667,200.171,0.2841,200.423,0.3769,201.158,0.397,39.2,0,29.1,28.4,755,4,0,39,32,156,15,33,0,17969,77909
1.3944,1.2308,1.4909,84.0237,66.2337,52.1223,8.7235,8.6161,8.5094,8.8302,8.7232,8.6163,8.5093,9.4722,9.258,8.6162,8.5092,8.4021,20.31,12.1696,0.1306,20.2895,0.1466,84.4,49.1667,315.298,0.1558,313.73,0.1475,309.036,0.1587,39.8,0,60,38.9,2871,7,0,5,35,623,19,14,0,8021,67745
1.5722,1.2647,1.4903,83.294,65.6707,51.658,8.7231,8.6162,8.5092,8.831,8.7237,8.617,8.51,9.4721,9.2582,8.6164,8.5092,8.4023,20.6,10.5908,0.1732,22.1632,0.1864,83.3,72.9667,172.901,0.386,171.804,0.2911,167.99,0.0959,31.3,0,42.1,33,1660,4,0,3,15,334,15,0,0,16028,70399
2.5318,1.2308,1.3955,84.77,66.5797,52.1123,8.7179,8.6105,8.5031,8.8261,8.7183,8.6109,8.5032,9.4707,9.2556,8.6103,8.5028,8.3952,26.07,11.9796,0.1019,21.1352,0.1245,60,60,265.369,0.2536,260.68,0.3509,258.051,0.2549,50.9,0,51.3,53.1,1124,3,0,0,2,461,0,0,0,3491,19565
1.7059,2.2464,1.8166,99.7153,78.096,60.9517,8.7329,8.6255,8.518,8.8405,8.7329,8.6253,8.518,9.4857,9.2706,8.6255,8.518,8.4103,48.66,13.656,0.17,21.082,0.31,89.6833,75.05,174,0.51,175,0.71,172,0.47,37.6,0,37.9,37,,,,,,,,,,,
3.3049,2.0563,2.5031,96.231,75.513,59.0187,8.7289,8.6214,8.5138,8.8371,8.7292,8.6216,8.5138,9.4827,9.2672,8.6208,8.5129,8.4051,22.98,12.1394,0.0975,23.532,0.1739,89.2333,49.4333,255.663,0.1238,255.697,0.198,258.317,0.198,62.3,0,63.4,60.8,4471,6,0,114,69,465,21,98,0,5760,61254
2.541,2.7222,2.4194,78.8317,62.0537,48.7043,8.7209,8.6134,8.5051,8.8289,8.7208,8.6129,8.5054,9.4742,9.2592,8.613,8.5052,8.3979,19.18,10.4758,0.1158,23.3992,0.133,60.2167,71.55,260.959,0.2262,263.172,0.172,260.96,0.2119,27.6,0,30.3,32.5,802,3,0,0,2,0,0,0,0,4595,24187
2,1.33,1.0951,83.5751,65.1625,51.1645,8.731,8.623,8.515,8.827,8.718,8.61,8.501,9.48,9.263,8.61,8.502,8.393,14.196,10.9064,0.0906,21.5409,0.0766,66.65,68.4667,175.91,0.4185,175.335,0.402,175.242,0.4052,28.9,0,29.8,29.5,,,,,,,,,,,
2.4167,1.5849,1.7097,83.1442,65.3516,51.2043,8.7176,8.6101,8.5024,8.5251,8.7175,8.61,8.5024,9.4703,9.2552,8.6101,8.5026,8.3949,23.02,9.5543,0.111,17.1578,0.1397,60,60,170.614,0.3935,168.163,0.3782,167.406,0.3976,56.7,0,55.5,51.7,6474,5,0,0,13,552,16,13,0,2280,41986
1.4017,1.1785,1.3025,94.4033,73.9963,57.8063,8.7284,8.6207,8.513,8.8364,8.7286,8.6209,8.5133,9.4831,9.2672,8.6208,8.5133,8.405,34.05,10.5893,0.1181,23.2651,0.1131,88.3833,57.25,260.053,0.3004,260.121,0.569,259.787,0.1488,41.9,0,28.8,28.4,,,,,,,,,,,
2.25,2.78,3.1042,83.714,66.138,51.9293,8.732,8.6221,8.5204,8.8424,8.7323,8.6221,8.5207,9.485,9.2733,8.6219,8.5203,8.4101,17.38,10.5042,0.13,22.1546,0.13,79.25,77.5833,174.851,0.45,174.503,0.43,175.349,0.43,39.29,0,41.66,36.62,1069,5,0,53,28,232,16,45,0,1646,29547
1.4737,1.1744,1.449,95.783,75.1307,58.7857,8.735,8.624,8.521,8.846,8.732,8.624,8.521,9.489,9.274,8.623,8.52,8.409,24.35,12.3796,0.1186,22.43,0.151,94,80.7467,251.535,0.3023,257.324,0.5227,253.171,0.4745,47.3,0,38,40.7,,,,,,,,,,,
1.6413,1.3155,1.6308,85.3783,67.0603,52.606,8.7331,8.6255,8.5179,8.8408,8.7332,8.6257,8.5183,9.4856,9.2705,8.6254,8.5177,8.4102,21.38,12.6114,0.1556,21.6634,0.2049,77.3833,82.9,248.691,0.2081,253.391,0.202,256.61,0.2273,56.4,0,51.1,55.6,1732,4,0,7,28,214,18,15,0,2554,28012
2.2554,1.777,1.9305,84.8923,66.6743,52.2893,8.7336,8.6261,8.5187,8.8413,8.7336,8.6261,8.5187,9.4871,9.2717,8.6263,8.5188,8.4112,23.86,12.5936,0.0773,22.9758,0.0764,75.75,85.4,200.758,0.3408,201.451,0.3816,199.331,0.3849,62.1,0,38.7,35.7,,,,,,,,,,,
2.9567,2.102,2.3306,84.3963,66.5933,52.131,8.7209,8.6134,8.5052,8.8286,8.7209,8.613,8.5055,9.4748,9.259,8.6133,8.5051,8.3975,22.37,12.5353,0.1735,22.5581,0.1549,81.95,71.2833,200.452,0.6554,200.334,0.3727,198.898,0.3862,47.26,0,46.344,45.916,1000,0,0,0,2,450,0,0,0,4482,19721
1.925,1.5074,1.7335,85.5103,67.1587,53.197,8.7185,8.6109,8.5034,8.8263,8.719,8.6114,8.5037,9.4716,9.2566,8.6111,8.5036,8.3963,14.46,10,0.01,20,0.01,60,60,200,0.01,200,0.01,200,0.01,40,0,40,40,2356,0,0,0,6,1026,0,0,0,6129,41601
3,3,3,80,63,50,8.7303,8.6225,8.5148,8.8381,8.7303,8.6225,8.5148,9.4848,9.2692,8.6225,8.5148,8.4069,20,11.1119,0.2011,19.2384,0.4828,80,80,264.457,0.274,261.99,0.1933,268.695,0.2579,96.3,0,99.7,97.6,1038,7,0,0,4,525,0,0,0,4295,30218
1.1334,1.6502,1.3125,86.3333,67.6667,53,8.7207,8.6125,8.5043,8.8296,8.7211,8.6232,8.5048,9.4784,9.2617,8.6127,8.5043,8.3962,16.47,9.6961,0.12,16.5711,0.16,60,60,172.37,0.38,175.36,0.39,170.79,0.39,65.1,0,62.9,63.2,673,0,0,0,2,386,0,0,0,6555,28522
2,2.6102,2.902,71.6336,56.637,44.2733,8.738,8.628,8.526,8.849,8.738,8.628,8.527,9.493,9.281,8.628,8.527,8.416,17.18,10,0.01,20,0.01,81.72,76.65,200,0.01,200,0.01,200,0.01,40,0,40,40,1026,5,0,11,28,332,16,17,19,12436,70027
1.99,1.85,1.18,57.3333,63.3333,64.3333,8.7198,8.6119,8.5036,8.8284,8.7201,8.6121,8.5037,9.4771,9.2607,8.6118,8.5035,8.3953,27.25,12.8645,0.1363,22.4427,0.384,63.4,70.9,191.67,0.2482,192.994,0.2248,188.17,0.23,46.3,0,51.3,46.6,3758,8,0,95,83,487,25,72,24,13502,90507
